doc,utterance,speaker,query,text,exactage,age1994,agerange,gender,nat,birthplace,birthcountry,l1,lingorig,dialect_rep,hab_city,hab_country,hab_dur,dialect_l1,dialect_l2,dialect_l3,dialect_l4,edqual,occupation,socgrade,nssec,l2,fls,in_core,rec_length,rec_date,rec_year,rec_period,n_speakers,list_speakers,rec_loc,relationships,topics,activity,conv_type,conventions,in_sample,transcriber
SK3B,169,S0084,I 've got to V,I 've got to go,,Unknown,19_29,F,British,"Lewisham, London",England,English,England,Southern,Cambridge,England,"2 years, 9 months",uk,england,south,unspecified,5_postgrad,Production Controller,B,2,,,n,1:30:21,2012-03-05,2012,2012_Q1,2,S0041 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Relationships, TV, monarchy","Friends eating dinner, chatting.","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T11
SJLT,504,S0041,I 've got to V,I 've got to ask,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:14:54,2012-04-25,2012,2012_Q2,2,S0041 S0084,"ANON’s home, Cambridge","Friends, wider family circle",,"Friends cooking and eating dinner, chatting, watching a movie","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T11
SQP2,159,S0041,I 've got to V,I 've got to work,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:01:40,2012-02-29,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, relationships, clothes","Friends eating dinner, chatting.","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T11
SQP2,487,S0041,I 've got to V,I 've got to live,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:01:40,2012-02-29,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, relationships, clothes","Friends eating dinner, chatting.","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T11
SQP2,793,S0041,I 've got to V,I 've got to get,,Unknown,19_29,F,British,"Doncaster, Yorkshire",England,English,England,Yorkshire,Cambridge,England,3 years,uk,england,north,yorkshire,4_graduate,Conference and Events Co-ordinator,B,2,,Spanish -- Advanced; French -- Advanced,n,1:01:40,2012-02-29,2012,2012_Q1,3,S0041 S0046 S0084,"ANON’s home, Cambridge","Friends, wider family circle","Work, relationships, clothes","Friends eating dinner, chatting.","Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements ",Original,y,T11
SCPR,439,S0481,I 've got to V,I 've got to remember,60,60plus,60_69,M,British,Birmingham,UK,English,England,Brommie,Thrapston,UK,30 years,uk,england,midlands,w_midlands,5_postgrad,Business Manager Agriculture,C1,4,,,y,0:49:47,2015-09-11,2015,2015_Q3,3,S0439 S0440 S0481,Home – dining room,"Close family, partners, very close friends","Food, friends, relationships, work, cooking, money, family. ",Family catch-up,"Discussing, explaining, inquiring, complaining, advising, inviting, anecdote telling, making arrangements",Revised,y,T10
SCPR,1023,S0481,I 've got to V,I 've got to do,60,60plus,60_69,M,British,Birmingham,UK,English,England,Brommie,Thrapston,UK,30 years,uk,england,midlands,w_midlands,5_postgrad,Business Manager Agriculture,C1,4,,,y,0:49:47,2015-09-11,2015,2015_Q3,3,S0439 S0440 S0481,Home – dining room,"Close family, partners, very close friends","Food, friends, relationships, work, cooking, money, family. ",Family catch-up,"Discussing, explaining, inquiring, complaining, advising, inviting, anecdote telling, making arrangements",Revised,y,T10
SCPR,571,S0440,I 've got to V,I 've got to have,58,45_59,50_59,F,British,"Norwich, Norfolk",UK,English,England,Norfork,Thrapston (Northants),England,26,uk,england,south,eastern_engl,2_secondary,Examinations Manager in Secondary School,C1,3,,,y,0:49:47,2015-09-11,2015,2015_Q3,3,S0439 S0440 S0481,Home – dining room,"Close family, partners, very close friends","Food, friends, relationships, work, cooking, money, family. ",Family catch-up,"Discussing, explaining, inquiring, complaining, advising, inviting, anecdote telling, making arrangements",Revised,y,T10
SMY5,156,S0440,I 've got to V,I 've got to pop,58,45_59,50_59,F,British,"Norwich, Norfolk",UK,English,England,Norfork,Thrapston (Northants),England,26,uk,england,south,eastern_engl,2_secondary,Examinations Manager in Secondary School,C1,3,,,y,0:10:03,2015-07-11,2015,2015_Q3,2,S0439 S0440,car,"Close family, partners, very close friends","Work, family, friends, social. food",Having a catch-up,"Discussing, explaining, inquiring, complaining, anecdote telling",Revised,y,T10
SLLC,162,S0440,I 've got to V,I 've got to return,58,45_59,50_59,F,British,"Norwich, Norfolk",UK,English,England,Norfork,Thrapston (Northants),England,26,uk,england,south,eastern_engl,2_secondary,Examinations Manager in Secondary School,C1,3,,,y,0:23:59,2015-12-06,2015,2015_Q4,2,S0439 S0440,Car,"Close family, partners, very close friends","Family, cars, family friends, weddings, housing situations, boyfriend problems.","Catch-up with mum, part 2","Discussing, explaining, inquiring, complaining, advising, ancedote telling, making arrangements",Revised,n,T15
SKGU,245,S0440,I 've got to V,I 've got to get,58,45_59,50_59,F,British,"Norwich, Norfolk",UK,English,England,Norfork,Thrapston (Northants),England,26,uk,england,south,eastern_engl,2_secondary,Examinations Manager in Secondary School,C1,3,,,y,0:34:00,2015-12-06,2015,2015_Q4,2,S0439 S0440,Car,"Close family, partners, very close friends","Redundancy, work, future weekend plans, gymming, grandad, eating habits, house extension, shopping.",Catch-up with mum,"Discussing, explaining, inquiring, complaining, advising, annoucing, ancedote telling, making arrangements",Revised,y,T15
SKGU,245,S0440,I 've got to V,I 've got to get,58,45_59,50_59,F,British,"Norwich, Norfolk",UK,English,England,Norfork,Thrapston (Northants),England,26,uk,england,south,eastern_engl,2_secondary,Examinations Manager in Secondary School,C1,3,,,y,0:34:00,2015-12-06,2015,2015_Q4,2,S0439 S0440,Car,"Close family, partners, very close friends","Redundancy, work, future weekend plans, gymming, grandad, eating habits, house extension, shopping.",Catch-up with mum,"Discussing, explaining, inquiring, complaining, advising, annoucing, ancedote telling, making arrangements",Revised,y,T15
SKGU,351,S0440,I 've got to V,I 've got to have,58,45_59,50_59,F,British,"Norwich, Norfolk",UK,English,England,Norfork,Thrapston (Northants),England,26,uk,england,south,eastern_engl,2_secondary,Examinations Manager in Secondary School,C1,3,,,y,0:34:00,2015-12-06,2015,2015_Q4,2,S0439 S0440,Car,"Close family, partners, very close friends","Redundancy, work, future weekend plans, gymming, grandad, eating habits, house extension, shopping.",Catch-up with mum,"Discussing, explaining, inquiring, complaining, advising, annoucing, ancedote telling, making arrangements",Revised,y,T15
S9D7,65,S0454,I 've got to V,I 've got to make,36,35_44,30_39,F,British,UK,UK,English,UK,British - Southern,Exeter,UK,5 years,uk,england,south,unspecified,4_graduate,Teacher,B,2,,Spanish -- level unspecified; Japanese -- level unspecified,y,0:31:28,2015-08-12,2015,2015_Q3,3,S0452 S0454 S0455,"In ANON’s car, Devon","Close family, partners, very close friends","Commuting to work, sleeping patterns, length of journey, family members, previous homes in  different parts of Devon and Taunton, plans for Christmas and a house-warming party","Family on a journey to the airport, saying farewell","Discussing, Explaining",Revised,n,T15
S9P6,289,S0454,I 've got to V,I 've got to know,36,35_44,30_39,F,British,UK,UK,English,UK,British - Southern,Exeter,UK,5 years,uk,england,south,unspecified,4_graduate,Teacher,B,2,,Spanish -- level unspecified; Japanese -- level unspecified,y,1:14:33,2015-08-13,2015,2015_Q3,2,S0454 S0466,[unknown],"Close family, partners, very close friends","Food, cooking, food wastage, our grandparents’ house, TV series, arranged marriages, dowries,  careers advice in schools, work experience, ‘closed’ industries, private industries, plastic bag charge, robots, industrialization, urban farming initiatives, furniture in the house, decorating",Brother and sister sharing a meal and discussing every topics such as food,"Discussing, explaining, inquiring, advising",Revised,n,T10
S8PW,1511,S0454,I 've got to V,I 've got to get,36,35_44,30_39,F,British,UK,UK,English,UK,British - Southern,Exeter,UK,5 years,uk,england,south,unspecified,4_graduate,Teacher,B,2,,Spanish -- level unspecified; Japanese -- level unspecified,y,1:31:32,2016-01-10,2016,2016_Q1,3,S0452 S0454 S0455,"ANON/ANON’s home, Holsworthy, Devon ","Close family, partners, very close friends",Neighbours near ANON’s new home DIY Local news Trains ANON’s new job Gardening  Food  ANON/ANON’s local pub Books and reading TV series Family – anecdote telling A Local walking group Moving to a new place Tax return ANON’s job Christmas Cultural readjustment Family news Shopping ANON’s course and birthday,Family talking about ANON’s new home and neighbourhood,"Discussing, explaining, inquiring, anecdote telling",Revised,n,T02
S8PW,2473,S0455,I 've got to V,I 've got to come,53,45_59,50_59,F,British,Wellington,,English,UK,Devon,Holsworthy,UK,7 years,uk,england,south,southwest,4_graduate,`Teacher,B,2,,,y,1:31:32,2016-01-10,2016,2016_Q1,3,S0452 S0454 S0455,"ANON/ANON’s home, Holsworthy, Devon ","Close family, partners, very close friends",Neighbours near ANON’s new home DIY Local news Trains ANON’s new job Gardening  Food  ANON/ANON’s local pub Books and reading TV series Family – anecdote telling A Local walking group Moving to a new place Tax return ANON’s job Christmas Cultural readjustment Family news Shopping ANON’s course and birthday,Family talking about ANON’s new home and neighbourhood,"Discussing, explaining, inquiring, anecdote telling",Revised,n,T02
S8B9,2584,S0454,I 've got to V,I 've got to run,36,35_44,30_39,F,British,UK,UK,English,UK,British - Southern,Exeter,UK,5 years,uk,england,south,unspecified,4_graduate,Teacher,B,2,,Spanish -- level unspecified; Japanese -- level unspecified,y,2:16:29,2015-05-25,2015,2015_Q2,2,S0453 S0454,At home,"Close family, partners, very close friends","Damage to the property, the heat, making up after an argument, breaking up,  a recent night out",Partners after an argument,"Discussing, explaining, inquiring, complaining, anecdote telling, apologising",Revised,n,T10
S8B9,1027,S0453,I 've got to V,I 've got to go,33,25_34,30_39,M,British,London,UK,English,UK,London,Abu Dhabi,UAE,1.5 years,uk,england,south,london,4_graduate,Lawyer,A,1_2,,,y,2:16:29,2015-05-25,2015,2015_Q2,2,S0453 S0454,At home,"Close family, partners, very close friends","Damage to the property, the heat, making up after an argument, breaking up,  a recent night out",Partners after an argument,"Discussing, explaining, inquiring, complaining, anecdote telling, apologising",Revised,n,T10
S8B9,1139,S0453,I 've got to V,I 've got to go,33,25_34,30_39,M,British,London,UK,English,UK,London,Abu Dhabi,UAE,1.5 years,uk,england,south,london,4_graduate,Lawyer,A,1_2,,,y,2:16:29,2015-05-25,2015,2015_Q2,2,S0453 S0454,At home,"Close family, partners, very close friends","Damage to the property, the heat, making up after an argument, breaking up,  a recent night out",Partners after an argument,"Discussing, explaining, inquiring, complaining, anecdote telling, apologising",Revised,n,T10
S8B9,1139,S0453,I 've got to V,I 've got to go,33,25_34,30_39,M,British,London,UK,English,UK,London,Abu Dhabi,UAE,1.5 years,uk,england,south,london,4_graduate,Lawyer,A,1_2,,,y,2:16:29,2015-05-25,2015,2015_Q2,2,S0453 S0454,At home,"Close family, partners, very close friends","Damage to the property, the heat, making up after an argument, breaking up,  a recent night out",Partners after an argument,"Discussing, explaining, inquiring, complaining, anecdote telling, apologising",Revised,n,T10
SNA4,92,S0454,I 've got to V,I 've got to get,36,35_44,30_39,F,British,UK,UK,English,UK,British - Southern,Exeter,UK,5 years,uk,england,south,unspecified,4_graduate,Teacher,B,2,,Spanish -- level unspecified; Japanese -- level unspecified,y,1:59:52,2016-05-01,2016,2016_Q2,2,S0454 S0579,"ANON’s home, Yelverton, Devon","Close family, partners, very close friends","Collapse of BHS, Lunch, ANON’s daughter’s plans, Gardening, Flowers, Supermarkets, Food preferences, Credit cards, China, French, Covent school anecdotes, Music, ANON’s brother, Christmas, Gardening, ANON’s wife, Past homes, Cambridgeshire, WWII, Religion, Trains, Boxing, Mice",Grandfather and granddaughter eating lunch together and chatting about family and every day events,"Discussing, explaining, anecdote telling",Revised,n,T02
SPG4,3607,S0454,I 've got to V,I 've got to be,36,35_44,30_39,F,British,UK,UK,English,UK,British - Southern,Exeter,UK,5 years,uk,england,south,unspecified,4_graduate,Teacher,B,2,,Spanish -- level unspecified; Japanese -- level unspecified,y,2:52:28,2016-04-01,2016,2016_Q2,2,S0454 S0579,"ANON’s home, Yelverton, Devon","Close family, partners, very close friends","Family members, Cooking, Aquaculture, Spain, Travel, Pets, Environmental conservation, Train journeys, An ex boyfriend, Work, Dishonesty at work, Liquidation, Death penalty, Airbnb, Thorpe (MP)",Chatting with close family about family and work,"Discussing, explaining, anecdote telling, making arrangements, buying/selling",Revised,n,T15
SPG4,3613,S0454,I 've got to V,I 've got to be,36,35_44,30_39,F,British,UK,UK,English,UK,British - Southern,Exeter,UK,5 years,uk,england,south,unspecified,4_graduate,Teacher,B,2,,Spanish -- level unspecified; Japanese -- level unspecified,y,2:52:28,2016-04-01,2016,2016_Q2,2,S0454 S0579,"ANON’s home, Yelverton, Devon","Close family, partners, very close friends","Family members, Cooking, Aquaculture, Spain, Travel, Pets, Environmental conservation, Train journeys, An ex boyfriend, Work, Dishonesty at work, Liquidation, Death penalty, Airbnb, Thorpe (MP)",Chatting with close family about family and work,"Discussing, explaining, anecdote telling, making arrangements, buying/selling",Revised,n,T15
SPG4,3613,S0454,I 've got to V,I 've got to show,36,35_44,30_39,F,British,UK,UK,English,UK,British - Southern,Exeter,UK,5 years,uk,england,south,unspecified,4_graduate,Teacher,B,2,,Spanish -- level unspecified; Japanese -- level unspecified,y,2:52:28,2016-04-01,2016,2016_Q2,2,S0454 S0579,"ANON’s home, Yelverton, Devon","Close family, partners, very close friends","Family members, Cooking, Aquaculture, Spain, Travel, Pets, Environmental conservation, Train journeys, An ex boyfriend, Work, Dishonesty at work, Liquidation, Death penalty, Airbnb, Thorpe (MP)",Chatting with close family about family and work,"Discussing, explaining, anecdote telling, making arrangements, buying/selling",Revised,n,T15
SPG4,3613,S0454,I 've got to V,I 've got to wash,36,35_44,30_39,F,British,UK,UK,English,UK,British - Southern,Exeter,UK,5 years,uk,england,south,unspecified,4_graduate,Teacher,B,2,,Spanish -- level unspecified; Japanese -- level unspecified,y,2:52:28,2016-04-01,2016,2016_Q2,2,S0454 S0579,"ANON’s home, Yelverton, Devon","Close family, partners, very close friends","Family members, Cooking, Aquaculture, Spain, Travel, Pets, Environmental conservation, Train journeys, An ex boyfriend, Work, Dishonesty at work, Liquidation, Death penalty, Airbnb, Thorpe (MP)",Chatting with close family about family and work,"Discussing, explaining, anecdote telling, making arrangements, buying/selling",Revised,n,T15
